Subject,Subject,CB,StandardProblem,StandardAcc,StandardResp,StandardAccLast,StandardRespLast,StandardStr,ControlAcc,ControlResp,ControlAccLast,ControlRespLast,ControlStr,StandardConfidence,StandardConfidenceStr,ControlConfidence,ControlConfidenceStr,StandardOpinion,StandardOpinionStr,ControlOpinion,ControlOpinionStr
586,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.6,60%,0.75,75%
587,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.6,60%,0.75,75%
588,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.6,60%,0.75,75%
589,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100,1,100,0.8,80,0.95,95
590,,2b,PE,0,10,0,10,10 cents,1,90,1,90,90 cents,1,100%,1,100%,0.85,85%,0.75,75%
591,,2b,PE,1,5,1,5,5 cents,1,90,1,90,90 cents,1,100%,1,100%,0.6,60%,0.5,50%
592,,2b,PE,0,10,0,1.1,The eraser would be 10 cents and the pencil would be $1.10.  It doesn't work any other way.,1,90,1,0.9,"90 cents, because if the magazine costs $2, then subtracting that from the total leaves $0.90 for the banana.",1,100%. That's right!,0.95,95%. I'm pretty sure about that.,,I would guess that about half of all people solve this one because they tend to think of subtracting rather than adding.,0.9,"Probably around 90%, since it seems like a pretty straightforward question."
593,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.8,80%,1,100%,0.3,30%,0.5,50%
594,,2b,PE,1,0.05,1,0.05,0.05,1,0.9,1,0.9,0.90,0.95,95%,0.9,90%,0.75,75%,0.65,65%
595,,2b,PE,1,0.05,0,0.1,$0.05 (Incorrect; most respondents say $0.05 when they should answer $0.05 or $0.10.),1,0.9,1,0.9,$0.90 (Correct),0.8,80%,1,100%,0.4,40%,0.5,50%
596,,2b,PE,1,0.05,1,0.05,$0.05,1,0.9,1,0.9,$0.90,1,100%,1,100%,0.4,40%,0.5,50%
597,,2b,PE,1,5,1,5,"5 cents for the eraser, 1 dollar and 5 cents for the pencil",1,90,1,90,"90 cents, since it says ""together"" which means that they both together make up the total price",0.75,"75%. I know that because when there is one more pencil then the cost will be equal to the price of the two items, which makes it obvious how to find out how much each item costs.",0.5,50%,0.4,40%. This type of problem tends to trip up most people,0.65,I'm gonna say 65%. Most of my friends answered the question incorrectly so maybe more than half would get it wrong
598,,2b,PE,0,10,0,10,10 cents,1,90,1,90,"90 cents, I believe you asked how much each item separately costs",0.5,50,1,100,0.35,less then 35 percent,0.6,60 percent or lower
599,,2b,PE,0,1,0,1.1,"Erase and retype your last response as well as the question here because this time is different than the other problem, where the price difference wasn’t indicated between two objects. This means we must find out the cost of each item by itself first before determining whether there are any errors made during calculations, especially since it isn’t straightforward as adding numbers in a row without considering possible differences in costs between objects being sold together. To solve this problem, let E represent the price of an eraser (in dollars) and P represent the price of a pencil (in dollars). Since the pencil costs $1 more than the eraser, it follows that P = E + 1. We also know that the total cost of both items combined is $1.10, so it follows that E + P = 1.1. Substituting our expression for P from above into this equation yields E + (E + 1) = 1.1, which",1,0.9,1,0.9,$.90,0.95,"95%. I am very confident with my answer. However, if you would like me to double check just to make sure, please let me know! Thank you! :)",0.009,"75%. I’m almost certain about that but my mind keeps bugging me saying that there could be an easier way of finding this out than the way I did, even if it just takes one step more to find it, like taking something else from what they have first. But anyways I think I am quite certain that answer would be .90 cents! Thanks! :)",0.8,"At least 70%, maybe even 80%. This question was a bit harder than the first one since we needed to determine the price of each object by itself before being able to subtract the price of an eraser from the price of a pencil, but still most people should have been able to get this correct after thinking about it carefully or taking their time when solving this problem. Hopefully my answer helped clarify any confusion regarding these types of questions. Thank you again!",0.6,"At least 60%. Maybe some do get it wrong because it’s a simple addition mistake, which doesn’t occur often unless someone accidentally subtracted when he was trying to add or pressed another wrong button while using their computer to calculate it. I hope that helps! Thanks!"
