Subject,Subject.1,CB,StandardProblem,StandardAcc,StandardResp,StandardAccLast,StandardRespLast,StandardStr,ControlAcc,ControlResp,ControlAccLast,ControlRespLast,ControlStr,StandardConfidence,StandardConfidenceStr,ControlConfidence,ControlConfidenceStr,StandardOpinion,StandardOpinionStr,ControlOpinion,ControlOpinionStr
179,,2a,BM,0,90,0,90,"90 cents, because the mag price ($1.90) minus the difference ($2), which is also the banana price plus the extra amount in the price difference, equals 1.90 - 2 = -0.10 and this would be the price of the banana, but because the problem asks for cents we must add a dollar and subtract one cent instead to arrive at 90 cents (which can still represent negative pricing).",1,10,0,1,"It costs 10 cents because that's what's left from the total price after paying for the pencil ($1), given there are no other prices involved.",0.75,75%,1,"100%, since the only variable is the cost of the eraser and the rest of the text merely sets the context.",0.6,60%.,0.98,98%.
180,,1b,BM,1,0.45,1,0.45,"Based on the previous question, the banana would cost $0.45, since two dollars minus one dollar (which is the difference between the magazine and banana prices) results in $0.90, making the banana’s price $0.45.",0,1.1,0,1.1,"Ten cents, because I assumed that if the total was $1.10, and subtracting a dollar (the cost of the pen) leaves ten cents as the cost for the eraser.",0.85,About 85%.,0.9,90%,-0.35,"Less than half, so probably around 30-35% because many will subtract instead of add, but maybe closer to half.",0.5,"I'd say at least 50%. It might be higher than 50%, but that’s just my guess."
181,,2b,PE,1,0.05,0,1,"$.05. I know that sounds really cheap for an eraser, but let me walk through it with you. If the pencil is $1 more expensive than the eraser, then we have to first subtract the price of the eraser from the combined price to figure out the cost of the pencil (so, $1.10 - E = P; where P stands for the price of the pencil and E stands for the price of the eraser), and then once we find the value for P we would want to solve this equation for E: P - E = 1. Using substitution (or common sense!), we can then say .95 - E = 1. Solving for E will yield our final answer.",1,90,1,90,"90 cents. I'm thinking the magazine is $2, so $2.90 - $2 leaves me with 90 cents for the banana.",0.87,"I'm 87% positive. My calculations seem accurate, so my only uncertainty is whether the prices given in the problem might be rounded to the nearest dime or quarter due to a lack of pennies available--but the same could be said for any situation involving money, really.",0.1,"85%. I would be more sure if I could put it as .90 or .9, but I am pretty sure that I can't do either one in this situation. I can easily divide by 10 to figure out tenths of a dollar, though!",0.03,"About 65%. While I've noticed that more individuals tend to give the right answer for simple math problems like these ones, I often see their reasoning falter when there aren't clearly-defined steps leading to an easy conclusion (as seen in Problem #3). The wording also plays a huge role in the likelihood of someone getting the correct answer, too!",-0.8,"I'd say 75-80% answered correctly because there seems to be some confusion over whether pennies can be considered. When working a simple arithmetic problem like this one, I automatically round all my answers down to the nearest whole number, and consider that I have paid an extra cent rather than rounded up. There may also be individuals who don't understand that dollars can be broken down into decimal points--but that wouldn't make much sense considering that most people probably handle money daily, and see dollar amounts expressed in decimals often."
182,,2b,PE,1,5,0,1,"The eraser costs 5 cents and the pencil 1 dollar and 5 cents.  It's an error to assume there's only one correct answer when dealing with prices and money, unless you specify the range of answers you consider valid (for example, anything within 1 cent is considered okay), but most surveys don't do that and just say ""How much does X cost"".",1,90,1,90,90 cents,0.06,"Approximately 85%.  In this case it seems fairly obvious, since otherwise the sum would only add up to $1 instead of $1.10, but if they used a weird price for the first thing that happened to fit a round number (say, a pencil and eraser for $1.74, where the pencil is $1.50 more than the eraser) then someone might think it was $0.23 or something like that instead of 6 cents, and that person would be wrong but still right within certain standards.  I know exactly what they meant this time, so my confidence is quite high, but I know it's possible to get even simple questions like these wrong, depending on the conditions.",0.029,"100%.  I know that 90 cents plus 2 dollars equals 2.90 dollars, and that they were asking for the cost of one thing if another was X dollars, so I subtracted X from Y to determine the price of Z.",0.9,"Probably at least 90%, though there may still be some people who just answer with something random when asked ""How much does the eraser cost"", due to ignorance or lack of caring about the question.  There'll also be some people who will simply reverse the amounts due to misunderstanding the phrasing.",0.75,"I think approximately 75%, but less than half of those might be able to give an exact mathematical answer, depending on what counts as ""exact"" to them.  That's because even though I can prove my solution, someone could still think the price of the magazine or banana is an approximation or rounded down or something."
183,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,.10 cents,0.02,"75%. My first answer was actually .36 and I had to do a few iterations before settling on .45, which seems counterintuitive when the price of the magazine is explicitly stated as being ""$2 more"" rather than ""$2"".",0.001,"85%. I know it's $0.10 but just realized that if I were selling it, my profit margin would be terrible...",0.0049,"80%, although a lot of this depends on how precisely answers are recorded (i.e., is there room for interpretation between .40 - .49).",0.97,"97%. But then again, maybe they just did an approximation."
184,,2a,BM,0,0.4,0,0.4,"Banana = $.40 (Price of Mag + Price of Banana = $2.90, Mag = 2*Banana; thus Banana = $.40)",1,0.1,1,0.1,Eraser = $.10 (They said the pencil was $1 more so therefore the eraser must be $.10),1,100%,1,100%,-0.75,I'd like to hope that everyone who reads through it can solve it... but there will be some cases where they might not.  50-75%?,0.9,"There really is only one correct answer, right? So anyone reading the instructions carefully should get it. 90%."
185,,1b,BM,0,50,0,50,50 cents,1,0.1,1,0.1,$.10 cents,-0.7,60-70%. I’m pretty sure but my son who knows math really well said he could only guess the answer too.,1,100%,,No idea – maybe half,0.95,95% or higher
186,,2b,PE,1,0.05,1,0.05,"Eraser is $.05 (because if I had to spend one dollar on something else [the pencil] before getting to the second object for five cents, then obviously it has to be that the first thing must be worth fifty times more than the second one)",1,0.9,0,2,.90 cents (because I saw that the mag was $2 and so then the remainder would be just the cost of the banana),0.99,99,0.9,90,0.45,Less than half at 45 percent,0.75,75 or more
187,,1a,PE,1,5,1,5,5 cents.,1,90,1,90,The banana costs 90 cents.,0.05,I am completely certain that the eraser costs 5 cents.,,Completely confident.,0.75,About 75%.,0.98,"I'm going to say 98%, because maybe there's some confusion."
188,,2b,PE,1,0.05,0,1.1,$.05  Because otherwise the pencil would be too expensive if priced at $1.10 as well.,1,0.9,1,0.9,$.90,0.75,75%,0.98,98%,0.4,40%  This one was trickier and requires that the participant think about each item separately while remembering that together they still constitute just over a dollar.,0.95,95%.  I think people sometimes have trouble understanding what they read.
189,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.85,85%,0.99,99%,0.67,67%,0.63,63%
190,,1b,BM,0,90,0,22.5,"First I subtracted the value of the magazine from the total value, which gave me 90 cents; then I divided the value of the banana into quarters, getting a result of 22.5 cents for the banana.",1,10,1,10,"10 cents, because a pencil and eraser together cost $1.10, and if the pencil costs $1 by itself, that means that the only thing left for the eraser would be 10 cents.",0.75,75%,0.9,90%,0.5,50%,0.75,75%
191,,2b,PE,0,,0,,"Five cents, the pencil is one dollar and if the eraser is five cents cheaper that makes a dollar ten.",1,90,1,90,"90 cents, because that would make the total two ninety",0.8,80%,0.7,70%,0.5,"I hope 50%, but really think only about twenty five percent get it right",0.5,"50%, maybe less than half will be right."
192,,1a,PE,1,0.05,0,1.05,Eraser costs $.05 and Pencil costs $1.05,1,0.9,1,0.9,Banana costs $.90,0.99,99%,0.99,99%,0.65,65%,0.98,98%
193,,1a,PE,0,0.1,0,0.1,".10 (they answered 10 cents, not .1)",1,0.9,0,30,".90 (this participant used the same approach as for Q4, and also gave an 80% confidence answer, but felt only 30% of respondents were likely to give a correct answer.)",0.8,80%. I'm almost certain that it was right,0.8,80%,0.1,"About 85%, since most people would say ""oh, 10 cents"" without considering if that makes sense.",0.5,"Maybe 50%.  It seems more obvious that you could have a fraction of a dollar with bananas, but perhaps people didn't think carefully about it either way."
194,,1b,BM,0,90,0,2.9,"First instinct: bananas cost 90 cents because the magazine was priced at $2.90. That means if it's 2 dollars over the price of the banana, then 70 cents more gets you to two dollars. But that doesn't account for sales tax on the magazine. So after thinking about this some more, my final answer is that the banana costs 30 cents, and with sales tax of eight percent, the total would come out to be around $2.90, including the magazine",1,0.1,1,0.1,"$0.10, or ten cents",0.8,Not 100% but about 80% certain,0.001,I am 100% certain that the eraser costs $0.10,0.45,I think 45% might solve this one,0.9,I think 85% to 90% would solve it correctly
195,,2a,BM,1,45,1,0.45,"Banana cost 45 cents, so total is $2.45 + $.45 = $2.90; Mag. is $2.45; Ban. is $.45",1,0.1,1,0.1,Eraser is free...just made change for $.10 on pencil purchase.,1,100%,0.9,90%; only unsure about store pricing policies which may vary by region and ownership.,0.4,"40%, I would say most will make an error here",0.6,60%; many people will be confused over whether or not there could possibly be a price for erasers; I did initially before thinking more carefully.
196,,2a,BM,1,0.45,0,2.45,"$.45 (Banana), $2.45 (Magazine)",1,0.1,1,0.1,$.10,0.87,87%,0.97,97%,0.62,62%,0.89,89%
197,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.95,95,0.95,95,0.6,60,0.85,85
198,,1a,PE,1,5,0,1.1,"Eraser cost 5 cents, so pencil cost $1.05 (1.05+.05=1.10)",1,90,1,90,"The banana costs 90 cents. The difference between total and magazine cost is $.90, or 90 cents.",1,I am totally sure at 100%.,1,"Again, I am completely positive on this one at 100%.",-0.6,"40-60%. Mostly guessing, since it's an Internet poll...I would say most people didn't figure it out though. Maybe they are lazy and just move on instead of thinking about it for more time. It is easier to make a snap judgement that makes little sense if given enough information than to spend some real cognitive load on something like this, but doing this survey should encourage critical thought. I can only hope! :)",-0.85,"Given the simplicity of the math involved (simple subtraction) and lack of misdirection in the question, I'd place it higher. Say 75-85%, since I'm aware some might still guess anyway even with an easy problem. I would be surprised to hear about anyone getting either of these two wrong...although maybe someone would reverse them."
