Subject,Dataset,Age,Age_break_new,Age_break,Gender,StandardProblem,CBType,StandardAcc,StandardResp,ControlAcc,ControlResp,StandardRT,ControlRT,StandardConfidence,ControlConfidence,StandardOpinion,ControlOpinion,StandardRecall,ControlRecall,StandardMC,ControlMC,LogStandardRT,LogControlRT,LogRTdiff,Confdiff,Opindiff
215,MIXTRAL,34,Age_34_41,Age_30_35,Male,BM,2a,1,0.45,1,0.1,-999,-999,0.8,0.99,0.7,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
215,MIXTRAL,34,Age_34_41,Age_30_35,Male,BM,2a,1,0.45,1,0.1,-999,-999,0.85,0.85,0.75,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
215,MIXTRAL,34,Age_34_41,Age_30_35,Male,BM,2a,1,0.45,1,0.1,-999,-999,0.98,1,0.6,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
215,MIXTRAL,34,Age_34_41,Age_30_35,Male,BM,2a,0,0.9,1,0.1,-999,-999,1,1,0.5,0.99,-999,-999,-999,-999,-999,-999,-999,-999,-999
216,MIXTRAL,25,Age_25_28,Age_25_29,Male,BM,1b,0,0.5,1,0.1,-999,-999,0.5,0.6,0.4,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
216,MIXTRAL,25,Age_25_28,Age_25_29,Male,BM,1b,1,45,1,10,-999,-999,0.65,0.95,0.5,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
216,MIXTRAL,25,Age_25_28,Age_25_29,Male,BM,1b,1,0.45,1,0.1,-999,-999,0.7,0.9,0.3,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
216,MIXTRAL,25,Age_25_28,Age_25_29,Male,BM,1b,0,90,1,10,-999,-999,0.95,0.98,0.75,0.65,-999,-999,-999,-999,-999,-999,-999,-999,-999
217,MIXTRAL,38,Age_34_41,Age_36_40,Male,PE,1a,1,0.05,1,0.9,-999,-999,0.9,1,0.001,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
217,MIXTRAL,38,Age_34_41,Age_36_40,Male,PE,1a,1,5,0,0.7,-999,-999,0.95,0.8,0.8,0.65,-999,-999,-999,-999,-999,-999,-999,-999,-999
217,MIXTRAL,38,Age_34_41,Age_36_40,Male,PE,1a,1,0.05,1,0.9,-999,-999,1,1,0.9,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
217,MIXTRAL,38,Age_34_41,Age_36_40,Male,PE,1a,1,0.05,1,0.9,-999,-999,1,1,0.4,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
218,MIXTRAL,36,Age_34_41,Age_36_40,Female,BM,2a,0,0.9,1,0.1,-999,-999,0.8,0.6,0.5,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
218,MIXTRAL,36,Age_34_41,Age_36_40,Female,BM,2a,1,0.45,1,0.1,-999,-999,0.95,1,0.75,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
218,MIXTRAL,36,Age_34_41,Age_36_40,Female,BM,2a,0,0.9,1,0.1,-999,-999,1,1,0.7,0.98,-999,-999,-999,-999,-999,-999,-999,-999,-999
218,MIXTRAL,36,Age_34_41,Age_36_40,Female,BM,2a,1,0.45,1,0.1,-999,-999,1,1,0.8,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
219,MIXTRAL,39,Age_34_41,Age_36_40,Male,PE,2b,1,0.05,1,0.9,-999,-999,0.75,1,0.15,0.65,-999,-999,-999,-999,-999,-999,-999,-999,-999
219,MIXTRAL,39,Age_34_41,Age_36_40,Male,PE,2b,0,0.1,1,90,-999,-999,0.95,0.99,0.55,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
219,MIXTRAL,39,Age_34_41,Age_36_40,Male,PE,2b,1,0.05,1,0.9,-999,-999,1,1,0.85,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
219,MIXTRAL,39,Age_34_41,Age_36_40,Male,PE,2b,1,5,1,90,-999,-999,1,0.9,0.3,0.65,-999,-999,-999,-999,-999,-999,-999,-999,-999
220,MIXTRAL,30,Age_29_33,Age_30_35,Male,BM,1b,0,0.9,0,0,-999,-999,-999,-999,0.775,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
220,MIXTRAL,30,Age_29_33,Age_30_35,Male,BM,1b,0,0.9,1,10,-999,-999,1,1,0.85,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
220,MIXTRAL,30,Age_29_33,Age_30_35,Male,BM,1b,0,0.3,1,0.1,-999,-999,1,0.95,0.775,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
220,MIXTRAL,30,Age_29_33,Age_30_35,Male,BM,1b,0,-999,1,0.1,-999,-999,1,1,0.49,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
221,MIXTRAL,41,Age_34_41,Age_41_65,Male,PE,1a,0,10,1,0.9,-999,-999,0.85,0.9,0.7,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
221,MIXTRAL,41,Age_34_41,Age_41_65,Male,PE,1a,1,0.05,1,0.9,-999,-999,0.95,0.8,0.6,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
221,MIXTRAL,41,Age_34_41,Age_41_65,Male,PE,1a,1,0.05,1,90,-999,-999,0.99,0.75,0.8,0.2,-999,-999,-999,-999,-999,-999,-999,-999,-999
221,MIXTRAL,41,Age_34_41,Age_41_65,Male,PE,1a,0,0.1,1,0.9,-999,-999,1,1,0.75,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
222,MIXTRAL,36,Age_34_41,Age_36_40,Male,BM,2a,1,0.45,1,0.1,-999,-999,0.8,1,0.1,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
222,MIXTRAL,36,Age_34_41,Age_36_40,Male,BM,2a,1,0.45,1,0.1,-999,-999,0.95,0.99,0.55,0.87,-999,-999,-999,-999,-999,-999,-999,-999,-999
222,MIXTRAL,36,Age_34_41,Age_36_40,Male,BM,2a,1,0.45,1,0.1,-999,-999,1,1,1,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
222,MIXTRAL,36,Age_34_41,Age_36_40,Male,BM,2a,0,10,1,10,-999,-999,1,0.999,0.45,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
223,MIXTRAL,34,Age_34_41,Age_30_35,Female,BM,1b,0,0.9,1,0.1,-999,-999,0.6,0.85,0.175,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
223,MIXTRAL,34,Age_34_41,Age_30_35,Female,BM,1b,0,90,1,10,-999,-999,0.75,1,0.5,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
223,MIXTRAL,34,Age_34_41,Age_30_35,Female,BM,1b,0,0.9,1,10,-999,-999,0.8,0.95,0.75,0.99,-999,-999,-999,-999,-999,-999,-999,-999,-999
223,MIXTRAL,34,Age_34_41,Age_30_35,Female,BM,1b,0,72.5,1,0.1,-999,-999,0.8,0.95,0.55,0.78,-999,-999,-999,-999,-999,-999,-999,-999,-999
224,MIXTRAL,26,Age_25_28,Age_25_29,Female,BM,2a,1,0.45,1,0.1,-999,-999,0.78,0.93,0.9,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
224,MIXTRAL,26,Age_25_28,Age_25_29,Female,BM,2a,1,0.45,0,0,-999,-999,0.9,1,0.4,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
224,MIXTRAL,26,Age_25_28,Age_25_29,Female,BM,2a,1,0.45,1,0.1,-999,-999,1,0.95,0.6,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
224,MIXTRAL,26,Age_25_28,Age_25_29,Female,BM,2a,1,0.45,1,0.1,-999,-999,1,0.98,0.375,0.65,-999,-999,-999,-999,-999,-999,-999,-999,-999
225,MIXTRAL,36,Age_34_41,Age_36_40,Female,PE,1a,1,0.05,1,0.9,-999,-999,0.85,-999,0.3,0.925,-999,-999,-999,-999,-999,-999,-999,-999,-999
225,MIXTRAL,36,Age_34_41,Age_36_40,Female,PE,1a,0,0.1,1,0.9,-999,-999,0.95,1,0.7,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
225,MIXTRAL,36,Age_34_41,Age_36_40,Female,PE,1a,1,0.05,1,0.9,-999,-999,1,1,0.8,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
225,MIXTRAL,36,Age_34_41,Age_36_40,Female,PE,1a,1,0.05,1,0.9,-999,-999,1,1,0.95,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
226,MIXTRAL,51,Age_42_65,Age_41_65,Male,PE,1a,1,5,1,90,-999,-999,0.8,0.95,0.6,0.3,-999,-999,-999,-999,-999,-999,-999,-999,-999
226,MIXTRAL,51,Age_42_65,Age_41_65,Male,PE,1a,0,0.1,1,0.9,-999,-999,0.99,1,0.75,0.925,-999,-999,-999,-999,-999,-999,-999,-999,-999
226,MIXTRAL,51,Age_42_65,Age_41_65,Male,PE,1a,1,0.05,1,0.9,-999,-999,1,1,0.98,0.96,-999,-999,-999,-999,-999,-999,-999,-999,-999
226,MIXTRAL,51,Age_42_65,Age_41_65,Male,PE,1a,0,0.1,1,0.9,-999,-999,1,1,0.75,0.875,-999,-999,-999,-999,-999,-999,-999,-999,-999
227,MIXTRAL,29,Age_29_33,Age_25_29,Male,PE,2b,1,0.05,1,0.9,-999,-999,0.8,1,0.4,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
227,MIXTRAL,29,Age_29_33,Age_25_29,Male,PE,2b,1,0.05,1,0.9,-999,-999,0.8,1,0.4,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
227,MIXTRAL,29,Age_29_33,Age_25_29,Male,PE,2b,1,0.05,1,0.9,-999,-999,0.85,0.9,0.65,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
227,MIXTRAL,29,Age_29_33,Age_25_29,Male,PE,2b,0,0.1,1,0.9,-999,-999,0.85,1,0.49,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
228,MIXTRAL,29,Age_29_33,Age_25_29,Male,PE,2b,1,0.05,1,0.9,-999,-999,0.75,0.85,0.6,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
228,MIXTRAL,29,Age_29_33,Age_25_29,Male,PE,2b,1,0.05,1,0.9,-999,-999,0.9,0.75,0.75,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
228,MIXTRAL,29,Age_29_33,Age_25_29,Male,PE,2b,1,0.05,1,0.9,-999,-999,0.95,0.95,0.6,0.87,-999,-999,-999,-999,-999,-999,-999,-999,-999
228,MIXTRAL,29,Age_29_33,Age_25_29,Male,PE,2b,1,0.05,1,0.9,-999,-999,1,1,0.49,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
229,MIXTRAL,19,Age_19,Age_19,Male,PE,1a,1,0.05,1,0.9,-999,-999,0.64,1,0.75,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
229,MIXTRAL,19,Age_19,Age_19,Male,PE,1a,0,0.1,1,0.9,-999,-999,0.9,0.95,0.7,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
229,MIXTRAL,19,Age_19,Age_19,Male,PE,1a,0,-999,1,90,-999,-999,0.95,0.99,0.25,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
229,MIXTRAL,19,Age_19,Age_19,Male,PE,1a,0,0.1,1,0.9,-999,-999,1,0.95,0.8,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
230,MIXTRAL,29,Age_29_33,Age_25_29,Female,BM,2a,1,0.45,1,10,-999,-999,0.63,-999,0.75,0.98,-999,-999,-999,-999,-999,-999,-999,-999,-999
230,MIXTRAL,29,Age_29_33,Age_25_29,Female,BM,2a,1,0.45,1,0.1,-999,-999,0.8,0.99,0.5,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
230,MIXTRAL,29,Age_29_33,Age_25_29,Female,BM,2a,0,0.9,1,0.1,-999,-999,0.85,1,0.6,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
230,MIXTRAL,29,Age_29_33,Age_25_29,Female,BM,2a,1,0.45,1,0.1,-999,-999,0.9,0.8,0.6,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
231,MIXTRAL,24,Age_22_24,Age_23_24,Male,PE,1a,0,10,1,0.9,-999,-999,-999,-999,1,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
231,MIXTRAL,24,Age_22_24,Age_23_24,Male,PE,1a,1,0.05,1,0.9,-999,-999,0.9,0.9,0.5,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
231,MIXTRAL,24,Age_22_24,Age_23_24,Male,PE,1a,0,0.1,1,90,-999,-999,0.9,0.8,0.6,0.55,-999,-999,-999,-999,-999,-999,-999,-999,-999
231,MIXTRAL,24,Age_22_24,Age_23_24,Male,PE,1a,1,0.05,1,0.9,-999,-999,0.98,0.96,0.67,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
232,MIXTRAL,32,Age_29_33,Age_30_35,Female,BM,1b,0,0.4,1,0.1,-999,-999,0.8,1,0.3,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
232,MIXTRAL,32,Age_29_33,Age_30_35,Female,BM,1b,1,0.45,1,0.1,-999,-999,0.9,1,0.5,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
232,MIXTRAL,32,Age_29_33,Age_30_35,Female,BM,1b,1,0.45,1,0.1,-999,-999,0.95,1,0.85,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
232,MIXTRAL,32,Age_29_33,Age_30_35,Female,BM,1b,1,0.45,1,0.1,-999,-999,1,1,0.75,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
233,MIXTRAL,28,Age_25_28,Age_25_29,Male,BM,1b,0,90,1,10,-999,-999,0.7,0.95,0.3,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
233,MIXTRAL,28,Age_25_28,Age_25_29,Male,BM,1b,1,0.45,1,0.1,-999,-999,0.7,1,0.4,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
233,MIXTRAL,28,Age_25_28,Age_25_29,Male,BM,1b,1,0.45,1,0.1,-999,-999,0.99,0.95,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
233,MIXTRAL,28,Age_25_28,Age_25_29,Male,BM,1b,0,-999,1,0.1,-999,-999,1,1,0.2,0.975,-999,-999,-999,-999,-999,-999,-999,-999,-999
234,MIXTRAL,30,Age_29_33,Age_30_35,Female,BM,1b,1,45,1,10,-999,-999,0.75,1,0.7,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
234,MIXTRAL,30,Age_29_33,Age_30_35,Female,BM,1b,1,0.45,1,0.1,-999,-999,0.8,1,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
234,MIXTRAL,30,Age_29_33,Age_30_35,Female,BM,1b,1,0.45,1,0.1,-999,-999,0.85,1,0.7,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
234,MIXTRAL,30,Age_29_33,Age_30_35,Female,BM,1b,1,45,1,10,-999,-999,0.95,0.85,0.6,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
235,MIXTRAL,37,Age_34_41,Age_36_40,Male,PE,2b,0,0.55,1,0.9,-999,-999,0.9,0.99,0.7,0.875,-999,-999,-999,-999,-999,-999,-999,-999,-999
235,MIXTRAL,37,Age_34_41,Age_36_40,Male,PE,2b,0,10,1,90,-999,-999,0.95,0.85,0.4,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
235,MIXTRAL,37,Age_34_41,Age_36_40,Male,PE,2b,1,0.05,1,0.9,-999,-999,1,0.9,0.6,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
235,MIXTRAL,37,Age_34_41,Age_36_40,Male,PE,2b,1,0.05,1,0.9,-999,-999,1,1,0.5,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
236,MIXTRAL,23,Age_22_24,Age_23_24,Male,PE,1a,0,0.1,1,90,-999,-999,0.87,1,0.45,0.73,-999,-999,-999,-999,-999,-999,-999,-999,-999
236,MIXTRAL,23,Age_22_24,Age_23_24,Male,PE,1a,0,1.05,0,0.6,-999,-999,0.98,0.9,0.5,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
236,MIXTRAL,23,Age_22_24,Age_23_24,Male,PE,1a,0,0.1,1,90,-999,-999,1,1,0.85,0.725,-999,-999,-999,-999,-999,-999,-999,-999,-999
236,MIXTRAL,23,Age_22_24,Age_23_24,Male,PE,1a,1,5,1,90,-999,-999,1,1,0.8,0.65,-999,-999,-999,-999,-999,-999,-999,-999,-999
237,MIXTRAL,32,Age_29_33,Age_30_35,Female,PE,2b,1,0.05,1,0.9,-999,-999,0.5,0.75,0.65,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
237,MIXTRAL,32,Age_29_33,Age_30_35,Female,PE,2b,1,0.05,1,0.9,-999,-999,0.95,0.65,0.75,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
237,MIXTRAL,32,Age_29_33,Age_30_35,Female,PE,2b,1,0.05,1,0.9,-999,-999,1,1,0.5,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
237,MIXTRAL,32,Age_29_33,Age_30_35,Female,PE,2b,1,0.05,1,0.9,-999,-999,1,1,0.4,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
238,MIXTRAL,42,Age_42_65,Age_41_65,Male,BM,2a,1,0.45,1,0.1,-999,-999,0.73,0.92,0.67,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
238,MIXTRAL,42,Age_42_65,Age_41_65,Male,BM,2a,1,0.45,1,0.1,-999,-999,0.9,0.85,0.8,0.65,-999,-999,-999,-999,-999,-999,-999,-999,-999
238,MIXTRAL,42,Age_42_65,Age_41_65,Male,BM,2a,0,0.9,1,0.1,-999,-999,0.99,0.99,0.5,0.825,-999,-999,-999,-999,-999,-999,-999,-999,-999
238,MIXTRAL,42,Age_42_65,Age_41_65,Male,BM,2a,1,0.45,0,0,-999,-999,1,1,0.6789,0.875,-999,-999,-999,-999,-999,-999,-999,-999,-999
239,MIXTRAL,41,Age_34_41,Age_41_65,Male,BM,2a,0,35,1,10,-999,-999,0.75,1,0.8,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
239,MIXTRAL,41,Age_34_41,Age_41_65,Male,BM,2a,1,0.45,1,0.1,-999,-999,0.78,0.97,0.5,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
239,MIXTRAL,41,Age_34_41,Age_41_65,Male,BM,2a,1,0.45,1,0.1,-999,-999,0.8,0.8,0.4,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
239,MIXTRAL,41,Age_34_41,Age_41_65,Male,BM,2a,1,0.45,1,0.1,-999,-999,1,1,0.8,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
240,MIXTRAL,30,Age_29_33,Age_30_35,Male,PE,1a,0,0.1,1,0.9,-999,-999,0.8,0.8,0.5,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
240,MIXTRAL,30,Age_29_33,Age_30_35,Male,PE,1a,1,0.05,1,0.9,-999,-999,0.9,0.8,0.6,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
240,MIXTRAL,30,Age_29_33,Age_30_35,Male,PE,1a,0,0.1,1,90,-999,-999,0.95,1,0.8,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
240,MIXTRAL,30,Age_29_33,Age_30_35,Male,PE,1a,1,0.05,1,0.9,-999,-999,1,1,0.75,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
241,MIXTRAL,34,Age_34_41,Age_30_35,Female,BM,1b,1,0.45,1,0.1,-999,-999,0.75,1,0.49,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
241,MIXTRAL,34,Age_34_41,Age_30_35,Female,BM,1b,0,90,1,0.1,-999,-999,0.8,0.95,0.6,0.25,-999,-999,-999,-999,-999,-999,-999,-999,-999
241,MIXTRAL,34,Age_34_41,Age_30_35,Female,BM,1b,0,0.3,1,10,-999,-999,0.95,0.95,0.7,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
241,MIXTRAL,34,Age_34_41,Age_30_35,Female,BM,1b,0,0.7,1,0.1,-999,-999,0.99,1,0.75,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
242,MIXTRAL,32,Age_29_33,Age_30_35,Female,BM,1b,1,0.45,1,0.1,-999,-999,0.85,0.85,0.7,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
242,MIXTRAL,32,Age_29_33,Age_30_35,Female,BM,1b,0,2.4,1,10,-999,-999,0.98,1,0.3,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
242,MIXTRAL,32,Age_29_33,Age_30_35,Female,BM,1b,0,0.9,1,10,-999,-999,0.99,1,0.7,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
242,MIXTRAL,32,Age_29_33,Age_30_35,Female,BM,1b,1,0.45,1,0.1,-999,-999,1,0.9,0.8,0.3,-999,-999,-999,-999,-999,-999,-999,-999,-999
243,MIXTRAL,39,Age_34_41,Age_36_40,Male,PE,1a,0,0.1,1,0.9,-999,-999,0.6,0.9,0.5,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
243,MIXTRAL,39,Age_34_41,Age_36_40,Male,PE,1a,1,0.05,1,0.9,-999,-999,0.8,0.85,0.75,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
243,MIXTRAL,39,Age_34_41,Age_36_40,Male,PE,1a,0,0.1,1,0.9,-999,-999,0.85,0.95,0.275,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
243,MIXTRAL,39,Age_34_41,Age_36_40,Male,PE,1a,0,10,1,0.9,-999,-999,1,1,0.65,0.65,-999,-999,-999,-999,-999,-999,-999,-999,-999
244,MIXTRAL,31,Age_29_33,Age_30_35,Male,BM,1b,1,0.45,1,0.1,-999,-999,0.6,0.95,0.3,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
244,MIXTRAL,31,Age_29_33,Age_30_35,Male,BM,1b,0,0.2,1,0.1,-999,-999,0.8,1,0.65,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
244,MIXTRAL,31,Age_29_33,Age_30_35,Male,BM,1b,1,0.45,1,0.1,-999,-999,0.8,0.95,0.7,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
244,MIXTRAL,31,Age_29_33,Age_30_35,Male,BM,1b,1,45,1,10,-999,-999,1,1,0.6,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
245,MIXTRAL,30,Age_29_33,Age_30_35,Male,BM,2a,1,0.45,1,0.1,-999,-999,0.68,0.98,0.6,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
245,MIXTRAL,30,Age_29_33,Age_30_35,Male,BM,2a,1,0.45,1,10,-999,-999,0.85,0.9,0.7,0.65,-999,-999,-999,-999,-999,-999,-999,-999,-999
245,MIXTRAL,30,Age_29_33,Age_30_35,Male,BM,2a,1,0.45,1,0.1,-999,-999,0.85,0.98,0.7,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
245,MIXTRAL,30,Age_29_33,Age_30_35,Male,BM,2a,1,0.45,1,0.1,-999,-999,0.86,0.97,0.51,0.99,-999,-999,-999,-999,-999,-999,-999,-999,-999
246,MIXTRAL,30,Age_29_33,Age_30_35,Male,BM,2a,1,0.45,1,0.1,-999,-999,0.6,0.85,0.85,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
246,MIXTRAL,30,Age_29_33,Age_30_35,Male,BM,2a,1,0.45,1,0.1,-999,-999,0.98,1,0.6,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
246,MIXTRAL,30,Age_29_33,Age_30_35,Male,BM,2a,0,0.9,1,0.1,-999,-999,1,1,0.5,1,-999,-999,-999,-999,-999,-999,-999,-999,-999
246,MIXTRAL,30,Age_29_33,Age_30_35,Male,BM,2a,1,0.45,1,0.1,-999,-999,1,1,0.7,0.55,-999,-999,-999,-999,-999,-999,-999,-999,-999
247,MIXTRAL,54,Age_42_65,Age_41_65,Female,PE,1a,0,10,1,0.9,-999,-999,0.7,1,0.2,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
247,MIXTRAL,54,Age_42_65,Age_41_65,Female,PE,1a,0,0.1,1,0.9,-999,-999,0.8,0.7,0.3,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
247,MIXTRAL,54,Age_42_65,Age_41_65,Female,PE,1a,0,10,1,0.9,-999,-999,0.9,0.8,0.6,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
247,MIXTRAL,54,Age_42_65,Age_41_65,Female,PE,1a,1,0.05,1,0.9,-999,-999,0.98,0.77,0.32,0.42,-999,-999,-999,-999,-999,-999,-999,-999,-999
248,MIXTRAL,65,Age_42_65,Age_41_65,Male,BM,2a,0,0.9,1,0.1,-999,-999,0.8,0.7,0.45,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
248,MIXTRAL,65,Age_42_65,Age_41_65,Male,BM,2a,0,90,1,10,-999,-999,0.8,0.7,0.95,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
248,MIXTRAL,65,Age_42_65,Age_41_65,Male,BM,2a,1,0.45,0,1,-999,-999,0.87,0.92,0.3,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
248,MIXTRAL,65,Age_42_65,Age_41_65,Male,BM,2a,1,0.45,1,0.1,-999,-999,0.9,0.75,0.8,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
249,MIXTRAL,24,Age_22_24,Age_23_24,Male,BM,1b,1,45,1,10,-999,-999,0.3,1,0.25,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
249,MIXTRAL,24,Age_22_24,Age_23_24,Male,BM,1b,0,0.95,1,0.1,-999,-999,0.6,0.5,0.125,0.3,-999,-999,-999,-999,-999,-999,-999,-999,-999
249,MIXTRAL,24,Age_22_24,Age_23_24,Male,BM,1b,0,50,1,0.1,-999,-999,0.85,0.95,0.05,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
249,MIXTRAL,24,Age_22_24,Age_23_24,Male,BM,1b,1,0.45,1,0.1,-999,-999,0.9,0.95,0.8,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
250,MIXTRAL,24,Age_22_24,Age_23_24,Male,PE,2b,1,0.05,1,0.9,-999,-999,0.7,0.9,0.35,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
250,MIXTRAL,24,Age_22_24,Age_23_24,Male,PE,2b,1,0.05,1,0.9,-999,-999,0.85,1,0.5,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
250,MIXTRAL,24,Age_22_24,Age_23_24,Male,PE,2b,1,0.05,1,0.9,-999,-999,0.95,0.8,0.4,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
250,MIXTRAL,24,Age_22_24,Age_23_24,Male,PE,2b,1,0.05,1,0.9,-999,-999,1,1,0.33,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
251,MIXTRAL,32,Age_29_33,Age_30_35,Male,BM,2a,1,0.45,1,0.1,-999,-999,0.75,0.98,0.25,0.65,-999,-999,-999,-999,-999,-999,-999,-999,-999
251,MIXTRAL,32,Age_29_33,Age_30_35,Male,BM,2a,1,0.45,1,0.1,-999,-999,0.75,0.9,0.85,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
251,MIXTRAL,32,Age_29_33,Age_30_35,Male,BM,2a,1,0.45,1,0.1,-999,-999,0.85,1,0.9,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
