Subject,CB,StandardProblem,StandardAcc,StandardResp,StandardAccLast,StandardRespLast,StandardStr,ControlAcc,ControlResp,ControlAccLast,ControlRespLast,ControlStr,StandardConfidence,StandardConfidenceStr,ControlConfidence,ControlConfidenceStr,StandardOpinion,StandardOpinionStr,ControlOpinion,ControlOpinionStr
581,2b,PE,0,1.1,0,1.05,"Eraser = ($1.10 - $1)/(1+1) = .05 cents.  Pencil = 1 + .05 = $1.05.  However, this solution appears illogical because an item can hardly cost a nickel.",1,0.9,1,0.9,".90 cents, since 2.90 -2 = .90.",0.6,"I feel 60% certain about this response since it seems illogical for the price to be five cents, but my math is still accurate.",1,I am 100% certain that my response is correct because there was only one piece missing from a complete number.,-0.3,I think that only around 15-30% of respondents would solve this question correctly as I did.,0.5,I believe at least 50% of participants have solved this problem correctly.
582,2b,PE,1,0.05,1,0.05,It sounds like it doesn't make sense but I trust that's what the question says so it'd be $.05,1,0.9,1,0.9,$.90,0.5,Maybe like 50% because there were no numbers or any given amount for the eraser.,0.75,I'm about 75 percent sure.,0.45,"Um, idk...maybe around 45%.",0.65,I think maybe about 65% of people got it right?
583,2b,PE,1,5,1,5,5 cents,1,0.9,1,0.9,$.90 (I thought about it for a bit),0.85,85% (seemed reasonable once I checked the work),0.6,60%,-0.7,hmm.. probably not as many since algebraic manipulations are needed...probably like 60%-70%.,0.009,I am going to say that most people got it right since its fairly straightforward...90%?
584,2b,PE,1,0.05,0,1,"Eraser= $.05, Pencil= $1.05; The difference is equal to $1 as stated, but the values have changed, hence why the first question may be difficult for many to answer.",1,0.9,1,0.9,.90,1,100%.,1,"I am totally sure, so I would give myself 100%.",0.35,"At most, I think that half would solve it because it is pretty hard, maybe even less, perhaps only a third, but hopefully everyone eventually figures it out. I’m gonna say 35%.",0.95,95%.
585,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.8,80%,0.75,75%
586,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.6,60%,0.75,75%
587,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.75,75%,0.5,50%
588,2b,PE,1,5,1,5,5 cents,1,90,1,90,90 cents,1,100%,1,100%,0.85,85%,0.75,75%
589,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.6,60%,0.75,75%
590,2b,PE,0,0.1,0,0.1,The eraser costs .10 cents.,1,0.9,1,0.9,The banana costs .90 cents.,1,I am 100% sure that my answer is correct.,1,I am 100% sure that my answer is correct.,0.75,75%.,0.95,95%.
591,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$0.90,1,100%,1,100%,0.25,25%,0.75,75%
592,2b,PE,1,5,1,5,5 cents,1,90,1,90,90 cents,1,100%,1,100%,0.6,60%,0.5,50%
593,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.65,65%,0.95,95%,0.4,40%,0.75,75%
594,2b,PE,1,5,0,1.05,The eraser costs 5 cents and the pencil costs $1.05.,1,90,1,90,The banana costs 90 cents.,0.85,85,1,100,0.6,60,0.95,95
595,2b,PE,0,1,0,0.1,"Hmm, the question states the pencil costs $1 more than the eraser. That would mean the eraser has to be something like $0.05 or $0.10. Let me think about it for a moment...",1,0.9,1,0.9,"$0.90, because $2.90 - $2 = $0.90.",0.7,If we assume the price difference is only cents then I am rather confident my solution works out well. However if it was supposed to be dollars then this reasoning wouldn't apply anymore. For now I'll go with 70%.,0.9,"I'm quite confident about that, let's say 90%.",0.6,"Not entirely certain, but probably less than 60%.",0.8,"Most likely around 80%, although I haven't seen others respond, so this is just an educated guess."
596,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.75,75%,0.95,95%
597,2b,PE,0,1,1,0.05,"This can be interpreted in two ways: 1) If we consider the word ""more"" to refer only to dollars then the pencil is worth \$1.00 + tax and the eraser is free, or 2) if ""more"" refers to everything, i.e., including cents, then the eraser is $.05. For this reason, I would say the price varies based on interpretation but there is an option which makes the eraser worth $.05.",1,0.9,1,0.9,The banana costs $.90.,0.85,My confidence is at 85%.,0.009,I am 95% sure that the banana costs $.90.,0.45,"Maybe 45%, because some may have considered it as one dollar plus any value of cents without taking into account that ""more"" may include cents.",0.75,At least 75%.
598,2b,PE,0,1,0,0.1,"If the pencil costs one dollar more than the eraser, then the pencil must cost $1. That means that the eraser would cost $.10.",1,0.9,1,0.9,The banana costs $.90,1,100%.,1,I am totally sure in my response so that would be 100% confidence,-0.7,"Most people have decent understanding of simple algebra, but this problem might make some people second-guess themselves since it has been known to trip up certain types of learners or test-takers. Maybe 60-70% will get it right on first attempt.",-0.8,"Since it's a fairly basic mathematical problem, I think over 50% of people can answer it correctly so approximately 70-80%."
599,2b,PE,1,0.05,0,1.05,$0.05 for the eraser and $1.05 for the pencil.,1,90,1,90,90 cents. (This was the right answer).,0.98,"98%, there might be some typo, otherwise it should work out like this.",1,"100%. I’m an economist and do this all the time, lol!",0.3,"Oh boy. Perhaps about 30%. The math seems simple enough, but as with previous question, these kinds of questions mess people up.",0.5,"50%, no joke. These problems make people do silly things, lol!"
